Anmeldedatum	JahrAkademisch	Art	Grad	Sprache	Titel	Abstract
14.11.16	2017	extern	Master	DE	Evaluierung und Vergleich von Verfahren für einen Realtime-Recommendation Service 	Im Rahmen dieser Arbeit wurde ein Verfahren für einen Realtime-Recommendation Service in Zusammenarbeit mit dem Big Data Team der Immowelt AG entwickelt. Ziel dieser Entwicklung war es, neue Objektangebote in Echtzeit an passende Benutzer vermitteln zu können. Hierdurch sollten Benutzer noch schneller für sie passende Objektangebote empfohlen bekommen, als es bisher der Fall war. Zu diesem Zweck wurde nach einer Analyse der Anforderungen und Ziele ein Ansatz über ähnliche Objektangebote gewählt. Hierbei werden Objektangebote ermittelt, welche zu einem neuen Objektangebot ähnlich sind. Zu den ähnlichen Objektangeboten wiederrum werden Benutzer ermittelt, die ein hohes Interesse an diesen gezeigt haben. Dies folgt der Annahme, dass Benutzer, welche ein großes Interesse an den ähnlichen Objekten zeigen, auch an dem neuen Objektangebot ein hohes Interesse zeigen werden. Um ähnliche Objektangebote möglichst performant und zuverlässig ermitteln zu können, wurden verschiedene Ähnlichkeits- und Distanzmaße auf ihre Verwendbarkeit, sowie ihre Performance hin untersucht. Ebenso sind die Erkenntnisse, wie die Ausgangsdaten für möglichst gute Ergebnisse vorverarbeitet werden müssen, sowie die Auswahl der geeigneten Attribute dargestellt. Um den gewählten Ansatz kritisch zu hinterfragen, sind andere Ansätze dargestellt und werden mit dem gewählten Ansatz verglichen.
16.11.16	2017	extern	Bachelor	DE	Evaluierung und Analyse von CRM Systemen in einem KMU	Die effiziente Analyse und Verwaltung von Kundendaten gewinnt für kleine und mittelständische Unternehmen (KMU) zunehmend an Bedeutung. Die Kundenbeziehung kann auf diese Weise positiv beeinflusst werden und dies spiegelt sich mit steigendem Absatz wieder. Im Rahmen der Arbeit wird nach einer geeigneten Softwareunterstützung für das Verwalten und Analysieren der Kundendaten für die KMU geforscht. Im Zuge der Evaluierung werden verschiedene Open Source und kommerzielle CRM-Systeme miteinander verglichen. Dabei sollen unter anderem die firmeninternen Prozesse berücksichtigt werden. Des Weiteren sind wichtige Auswahlkriterien in Bezug auf die Funktionalität und die Beschaffenheit vom Unternehmen vorgegeben.
24.11.16	2017	extern	Bachelor	DE	Integration von Product Lifecycle Management und Application Lifecycle Management am Beispiel der Softwareprodukte Teamcenter PLM und Polarion ALM	Das Ziel der vorliegenden Bachelorarbeit ist es, die beiden Systeme Teamcenter PLM und Polarion ALM miteinander zu integrieren. Hierfür wird in erster Linie deutlich gemacht, wie die beiden Konzepte PLM und ALM zu verstehen sind und welche Rolle sie in der technisch fortgeschrittenen und automatisierten Welt der Produktentwicklung einnehmen. Es wird außerdem aufgezeigt, wie sich diese Konzepte unterscheiden und wie sie voneinander profitieren können, woraus Ansatzpunkte für eine erfolgreiche Integration der beiden Systeme abgeleitet werden können. Als nächstes wird der Wunsch des Auftraggebers nach dem Ausbau des Prozessverständnisses im Bereich PLM-ALM erfüllt. Hierfür werden ein spezifischer Prozess und eine Reihe von unterstützenden Prozessen konzipiert, welche den Informationsaustausch zwischen den beiden Systemen wiedergeben. Da sich diese Prozesse dank der Workflow-Designer in die beiden Systeme aufnehmen lassen, wird auf diese bei der Integration Bezug genommen. So lässt sich der Datenaustausch zwischen den beiden Systemen nach dem gewünschten Schema gestalten.
25.11.16	2017	extern	Bachelor	DE	 Evaluierung von Apache Flink und Apache Spark im Kontext der Echtzeitanalyse von Weblogdaten auf Fraud bei der ING-DiBa AG. 	Fraud und Betrüge über digitale Dienste sind für Finanzinstitute ein ernstes Problem. Im Zuge des Wandels der Bankenlandschaft werden digitale Dienste in Zukunft weiter in den Vordergrund für Banken rücken. Banken möchten hier so schnell wie möglich betrügerische Transaktionen stoppen können, um Kundenauswirkungen oder finanziellen Schäden der Bank und des Kunden entegegenzuwirken. Eine maschinelle Analyse von Transaktionsdaten ist hierbei aufgrund der Menge an Daten unerlässlich. Diese Arbeit beschäftigt sich mit der Analyse von Logdaten aus dem Online Banking der ING-DiBa AG und wie eine Frauderkennung mithilfe der Big Data Streaming APIs Apache Flink und Apache Spark ermöglicht werden könnte. Elementar ist hierbei die Implementation von Session Windows durch die genannten Applikationen. Es wird zunächst ein Überblick über nötige Kenntnisse für Big-Data-Systeme geschaffen und Fraud im Kontext der ING-DiBa AG spezifiziert, bevor ein Beweis der Umsetzungsfähigkeit der beiden Frameworks betrachtet wird. Darüber hinaus wird ein Vorschlag zur Visualisierung der Daten in Echtzeit gegeben, und vorgestellt wie ein produktiver Aufbau eines Systems aussehen könnte. Die Evaluation wurde mit einem Benchmark und verschiedener Konfigurationen von Multi-Node Clustern durchgeführt, wobei Apache Flink schneller Abschnitt als Apache Spark.
29.11.16	2017	extern	Bachelor	DE	Optimierte Verteilung von Speisen auf genormte Behälter in Großküchen	Während in der Logistikbranche Algorithmen zur Verteilung von Paketen in zum Beispiel LKW-Anhänger zur Optimierung und Kosteneinsparung zum Alltag gehören, ist es in Großküchen, wenn es darum geht Lebensmittel in genormte Gastro-Behälter optimiert und kostensparend zu transportieren ein Fremdwort. Im Rahmen dieser Bachelorarbeit, wird ein Algorithmus entwickelt und implementiert, der die Verteilung von Speisen aus Großküchen auf unterschiedlich genormte Gastro-Behälter (DIN EN 631 oder DIN 66075) optimiert. Da es sich hierbei um ein kombinatorisches Optimierungsproblem handelt wird als Basis hierfür das Bin-Packing-Problem herangezogen und analysiert. Es stellt sich heraus, dass der Approximationsalgorithmus ?Best-Fit-Decreasing? für das weitere Vorgehen sich am besten eignet. Dieser wird aufgrund der entsprechenden Bedingungen im realen Anwendungsfall in Großküchen modifiziert. Die anschließende Analyse zeigt die Merkmale zur Optimierung der Verteilung der Speisen über die Behälter auf. Aus den gewonnenen Erkenntnissen der theoretischen Untersuchungen wird der Algorithmus formuliert und implementiert. Zur weiteren Verbesserung der Verteilung als auch der Kostensenkung im Laufe des Einsatzes des Algorithmus im Großküchen wird ein Empfehlungssystem ausgearbeitet und ebenfalls zum Algorithmus implementiert. Damit die Ergebnisse des erarbeiteten Algorithmus rational bewertet werden können, wird eine Gütefunktion, die zur Bewertung der mehreren Lösungen, die der Algorithmus liefe
06.12.16	2017	intern	Bachelor	DE	Extraktion von 2d-Features aus Punktwolken	Durch Auswertung von optischen Signalen werden Hindernisse erkannt und in Punktwolken dargestellt. Für höhere Funktionen, beispielsweise die Klassifikation von Objekten ist diese Darstellung ungeeignet, da sie auf einem zu niedrigen Niveau befindet. In dieser Arbeit sollen die Hindernispunkte zu höherwertigen Objekten zusammengefasst werden. Solche Objekte werden auch Features genannt. Damit ist eine einfachere Repräsentation der Umwelt möglich. In dieser Arbeit sollen mindestens linienförmige Objekte und gekrümmte Objekte als Features extrahiert werden. Die Arbeit soll auf 2D-Daten operieren. Teil der Arbeit ist eine Recherche über existierende Arbeiten. Basierend auf dem Recherche-Ergebnis soll ein Ansatz für die Carbot-Umgebung realisiert und bewertet werden.
15.12.16	2017	extern	Bachelor	DE	Erweiterung eines XML-Diff-Algorithmus unter Berücksichtigung eines RELAX NG-Schemas 	In der vorliegenden Arbeit war das Ziel, einen XML-Diff-Algorithmus so zu erweitern dass es zusätzlich ein RELAX NG (Regular Language for XML New Generation) Schema berücksichtigt. Des Weiteren sollte ein Prototyp in der Programmiersprache Python implementiert werden, um ein bestehendes XML-Diff-Programm mit einem RELAX NG Schema zu ergänzen. Es sollte untersucht werden, welche Eigenschaften eines RELAX NG Schemas für einen XML-Diff-Algorithmus ausgenutzt werden können, um dessen Ausgabe zu optimieren. Die Ergebnisse zeigten, dass Standardwerte in Attributen einen Einfluss auf die Ausgabe eines XML-Diff-Algorithmus haben, wenn diese im Diff eingefügt oder gelöscht werden. Als zu untersuchender XML-Diff-Algorithmus wurde der Fast Match Edit Script (FMES)-Algorithmus ausgewählt. Hierzu wurde ein Konzept zur Erweiterung der Insert- und Delete-Phase des FMES-Algorithmus erstellt und dies in einem Prototypen implementiert. Eine Fallstudie hat gezeigt, dass der Prototyp erfolgreich falsche Ausgaben in der XML-Diff-Ausgabe ignoriert hat. Diese Bachelorarbeit ist für Studierende in Fachrichtung Informatik wie auch für Personen von Interesse, die ihre XML-Dokumente mit einem RELAX NG Schema strukturieren.
09.01.17	2017	extern	Bachelor	DE	Effiziente Voxelisierung von Dreiecksnetzen	In dieser Arbeit wird ein Algorithmus zur Umwandlung von Dreiecksnetzen in Voxelvolumen entwickelt. Dieser kann sowohl eine Oberflächen- als auch eine solide Voxelisierung (engl. Surface / Solid Voxelization) des Netzes erstellen. Hierfür wird ein dünner Abschnitt schichtweise entlang einer Achsenrichtung durch das Dreiecksnetz verschoben. Dieser Abschnitt dient als Sichtbereich für einen OpenGLViewport, dessen Frame Buffer ausgelesen und die Pixel-Farbwerte in Voxel umgewandelt werden. Der Algorithmus ist in OpenGL 3.3.0 implementiert und wird anhand verschiedener Dreiecksnetzdatensätze evaluiert.
01.02.17	2017	extern	Master	DE	 Risikomanagement in der IT-Dienstleistungsbranche im Kontext der aktuellen Marktsituation	Risiken besitzen eine ambivalente Bedeutung für Unternehmen, da sie einerseits durch die verbundenen Chancen den Fortschrittbestand sichern und andererseits im Schadensfall unter Umständen die Unternehmensexistenz gefährden. Die IT-Lösungsbranche steht neben den alltäglichen Unternehmensrisiken durch Trends wie Cloud Computing unter steigendem Wettbewerbs- bzw. Preisdruck. Die Arbeit hat die Untersuchung der Auswirkungen der aktuellen Entwicklungen auf Risikomanagementprozesse bei IT-Lösungsanbietern zum Ziel. Der Fokus liegt dabei auf dem Angebotsprozess. Zentrale Fragestellung ist, ob und ferner wie bei IT-Lösungsanbietern der Umgang mit Risikofaktoren durch die Marktsituation beeinflusst wird. Die Untersuchung im Rahmen der Arbeit erfolgt in Kooperation mit der DXC Technology Group durch einen ethnographischen Ansatz und stellt fest, dass das in den Angebotsprozess integrierte Risikomanagement insbesondere durch die Neufassung der Delegation of Authority zukunftsweisend implementiert ist. Nichtsdestotrotz lassen die Erkenntnisse insbesondere im Hinblick auf die Erfassung unscharfer Risikofaktoren erkennen. Die Arbeit schlägt ein in den Angebotsprozess integriertes regelbasiertes Fuzzy-Expertensystem zur Risikobeurteilung und weiterhin zur Entscheidungsunterstützung hinsichtlich Verkaufstransaktionen vor.
01.02.17	2017	extern	Master	DE	 Training eines automatischen Spracherkenners mit Hilfe neuronaler Netze und Integration in ein Dialogsystem	Die Firma Elektrobit Automotive GmbH entwickelt die Software EB GUIDE zur Modellierung von grafischen Benutzerschnittstellen. Durch die Erweiterung EB GUIDE Speech Extension gibt es zusätzlich die Möglichkeit der Modellierung von Sprachdialogen in EB GUIDE. In dieser Arbeit sollen mit Hilfe eines Spracherkennungs-Toolkits akustische Modelle und Sprachmodelle unter Einsatz von neuronalen Netzen trainiert werden und in das Tool als zusätzlicher Spracherkenner integriert werden. Ziel ist es, für einen vorhandenen Trainingskorpus und ein domänenspezifisches Vokabular eine möglichst geringe Wortfehlerrate zu erzielen bzw. durch eine geeignete Abbildung der erkannten Phrasen auf Kommandos die Fehlerrate auf Dialogschrittebene zu minimieren. Darüber hinaus soll der Spracherkenner in eine vorhandene Softwarearchitektur integriert werden.
14.02.17	2017	intern	Bachelor	DE	Konzeption und Entwicklung einer effizienten Datenstruktur für Punktwolken	Ziel dieser Bachelorarbeit ist es, eine Datenstruktur zu entwickeln, die einen zeitlich effizienten Zugriff auf eine zweidimensionale Punktwolke ermöglicht. Im Rahmen dieser Arbeit soll zunächst die aktuelle Verfahrensweise analysiert und anschließend alternative Strukturen recherchiert werden. Die zu entwickelnde Datenstruktur soll anschließend in die Carbot-Umgebung integriert werden. Hierbei sollen geometrische Anfragen, wie z.B. die Suche nach den nächst gelegenen Punkten innerhalb der Punktwolke oder die Suche nach Punkten innerhalb eines Rechtecks beantwortet werden können. Um effiziente geometrische Anfragen zu ermöglichen, ist eine räumliche Indizierung der Punktwolke notwendig. Datenstrukturen für Punktwolken werden in der Carbot-Umgebung für eine Vielzahl von Software-Komponenten benötigt. Eine mögliche Effizienzsteigerung wird abschließend, anhand typischer Aufgaben der Carbot-Umgebung, analysiert und ausgewertet.
20.02.17	2017	intern	Master	DE	Konzeption und prototypische Implementierung einer E-Learning Plattform für Data Science	Innerhalb der Masterthesis soll die Thematik eines E-Learning Einsatzes, innerhalb einer Hochschulvorlesung, im Themenumfeld Data Science behandelt werden. Die Arbeit besteht aus vier Teilen. Im ersten Teil werden die Grundlagen von Data Science und E-Learning behandelt. Im Data Science Teil werden zudem Prozesse für die Umsetzung von Data Science Projekten, sowie einige Analysemodelle vorgestellt. Der E-Learning Teil behandelt Didaktik Grundlagen und stellt einige Module für eine Umsetzung vor. Abschließend werden Evaluationskriterien und -methoden vorgestellt, für die Überprüfung eines erfolgreichen Einsatzes. Im zweiten Teil werden Data Science E-Learning Plattformen verglichen. Hierfür wird ein Scoring Model, mit unterschiedlichen Kriterien, erstellt. Zudem werden sechs E-Learning Plattformen für Data Science vorgestellt und bewertet. Der dritte Teil behandelt die Erstellung eines Konzeptes für den Einsatz. Erst wird die Plattformauswahl, auf Basis des Plattformvergleiches, getroffen. Anschließend wird ein Didaktik Konzept für die Umsetzung auf der gewählten Plattform erstellt. Außerdem wird auf die Bestandteile der Umsetzung eingegangen. Darunter sind die einzelnen Kapitel, sowie die Evaluierung des Lernerfolgs, zu verstehen. Im letzten Teil der Arbeit wird auf die prototypische Implementierung der Plattform eingegangen. Von der Installation der Plattform bis zur Bedienung dieser. Ebenso die Erstellung der einzelnen Kapitel wird näher erläutert.
23.02.17	2017	extern	Master	DE	Konzipierung eines Reifegradmodels für Wissensmanagement nach dem ISO 33000 Standard	Untersuchung und Analyse der Kernbegriffe "Daten", "Information", "Wissen" und "Wissensmanagement". Anschließende Definition der Begriffe für die komplette Ausarbeitung. Untersuchung und Analyse ausgewählter Prozess- und Wissensmanagementmodelle mit anschließender Reflexion der Ergebnisse. Konzipierung eines Reifegradmodells für Wissensmanagement nach dem ISO/IEC 330XX Standard.
